,dose,real_date,extrapolated,vaccinated,interpolated,group,population
1414,2_wait,2022-01-02,True,56286961,0,all,56286961
356,1,2022-01-03,True,56286961,0,all,56286961
1415,2_wait,2022-01-03,True,56286961,0,all,56286961
889,2,2022-01-03,True,56286961,0,all,56286961
890,2,2022-01-04,True,56286961,0,all,56286961
357,1,2022-01-04,True,56286961,0,all,56286961
1416,2_wait,2022-01-04,True,56286961,0,all,56286961
891,2,2022-01-05,True,56286961,0,all,56286961
1417,2_wait,2022-01-05,True,56286961,0,all,56286961
358,1,2022-01-05,True,56286961,0,all,56286961
892,2,2022-01-06,True,56286961,0,all,56286961
1418,2_wait,2022-01-06,True,56286961,0,all,56286961
359,1,2022-01-06,True,56286961,0,all,56286961
893,2,2022-01-07,True,56286961,0,all,56286961
1419,2_wait,2022-01-07,True,56286961,0,all,56286961
360,1,2022-01-07,True,56286961,0,all,56286961
894,2,2022-01-08,True,56286961,0,all,56286961
361,1,2022-01-08,True,56286961,0,all,56286961
1420,2_wait,2022-01-08,True,56286961,0,all,56286961
362,1,2022-01-09,True,56286961,0,all,56286961
895,2,2022-01-09,True,56286961,0,all,56286961
1421,2_wait,2022-01-09,True,56286961,0,all,56286961
363,1,2022-01-10,True,56286961,0,all,56286961
896,2,2022-01-10,True,56286961,0,all,56286961
1422,2_wait,2022-01-10,True,56286961,0,all,56286961
897,2,2022-01-11,True,56286961,0,all,56286961
364,1,2022-01-11,True,56286961,0,all,56286961
1423,2_wait,2022-01-11,True,56286961,0,all,56286961
898,2,2022-01-12,True,56286961,0,all,56286961
365,1,2022-01-12,True,56286961,0,all,56286961
1424,2_wait,2022-01-12,True,56286961,0,all,56286961
899,2,2022-01-13,True,56286961,0,all,56286961
366,1,2022-01-13,True,56286961,0,all,56286961
1425,2_wait,2022-01-13,True,56286961,0,all,56286961
1426,2_wait,2022-01-14,True,56286961,0,all,56286961
900,2,2022-01-14,True,56286961,0,all,56286961
367,1,2022-01-14,True,56286961,0,all,56286961
368,1,2022-01-15,True,56286961,0,all,56286961
1427,2_wait,2022-01-15,True,56286961,0,all,56286961
901,2,2022-01-15,True,56286961,0,all,56286961
902,2,2022-01-16,True,56286961,0,all,56286961
369,1,2022-01-16,True,56286961,0,all,56286961
1428,2_wait,2022-01-16,True,56286961,0,all,56286961
1429,2_wait,2022-01-17,True,56286961,0,all,56286961
370,1,2022-01-17,True,56286961,0,all,56286961
903,2,2022-01-17,True,56286961,0,all,56286961
1430,2_wait,2022-01-18,True,56286961,0,all,56286961
371,1,2022-01-18,True,56286961,0,all,56286961
904,2,2022-01-18,True,56286961,0,all,56286961
905,2,2022-01-19,True,56286961,0,all,56286961
1431,2_wait,2022-01-19,True,56286961,0,all,56286961
372,1,2022-01-19,True,56286961,0,all,56286961
906,2,2022-01-20,True,56286961,0,all,56286961
373,1,2022-01-20,True,56286961,0,all,56286961
1432,2_wait,2022-01-20,True,56286961,0,all,56286961
1433,2_wait,2022-01-21,True,56286961,0,all,56286961
374,1,2022-01-21,True,56286961,0,all,56286961
907,2,2022-01-21,True,56286961,0,all,56286961
375,1,2022-01-22,True,56286961,0,all,56286961
908,2,2022-01-22,True,56286961,0,all,56286961
1434,2_wait,2022-01-22,True,56286961,0,all,56286961
1435,2_wait,2022-01-23,True,56286961,0,all,56286961
376,1,2022-01-23,True,56286961,0,all,56286961
909,2,2022-01-23,True,56286961,0,all,56286961
910,2,2022-01-24,True,56286961,0,all,56286961
1436,2_wait,2022-01-24,True,56286961,0,all,56286961
377,1,2022-01-24,True,56286961,0,all,56286961
911,2,2022-01-25,True,56286961,0,all,56286961
1437,2_wait,2022-01-25,True,56286961,0,all,56286961
378,1,2022-01-25,True,56286961,0,all,56286961
1438,2_wait,2022-01-26,True,56286961,0,all,56286961
912,2,2022-01-26,True,56286961,0,all,56286961
379,1,2022-01-26,True,56286961,0,all,56286961
1439,2_wait,2022-01-27,True,56286961,0,all,56286961
380,1,2022-01-27,True,56286961,0,all,56286961
913,2,2022-01-27,True,56286961,0,all,56286961
1440,2_wait,2022-01-28,True,56286961,0,all,56286961
914,2,2022-01-28,True,56286961,0,all,56286961
381,1,2022-01-28,True,56286961,0,all,56286961
915,2,2022-01-29,True,56286961,0,all,56286961
382,1,2022-01-29,True,56286961,0,all,56286961
1441,2_wait,2022-01-29,True,56286961,0,all,56286961
1442,2_wait,2022-01-30,True,56286961,0,all,56286961
916,2,2022-01-30,True,56286961,0,all,56286961
383,1,2022-01-30,True,56286961,0,all,56286961
1443,2_wait,2022-01-31,True,56286961,0,all,56286961
384,1,2022-01-31,True,56286961,0,all,56286961
917,2,2022-01-31,True,56286961,0,all,56286961
385,1,2022-02-01,True,56286961,0,all,56286961
1444,2_wait,2022-02-01,True,56286961,0,all,56286961
918,2,2022-02-01,True,56286961,0,all,56286961
919,2,2022-02-02,True,56286961,0,all,56286961
386,1,2022-02-02,True,56286961,0,all,56286961
1445,2_wait,2022-02-02,True,56286961,0,all,56286961
920,2,2022-02-03,True,56286961,0,all,56286961
1446,2_wait,2022-02-03,True,56286961,0,all,56286961
387,1,2022-02-03,True,56286961,0,all,56286961
921,2,2022-02-04,True,56286961,0,all,56286961
388,1,2022-02-04,True,56286961,0,all,56286961
1447,2_wait,2022-02-04,True,56286961,0,all,56286961
1448,2_wait,2022-02-05,True,56286961,0,all,56286961
922,2,2022-02-05,True,56286961,0,all,56286961
389,1,2022-02-05,True,56286961,0,all,56286961
390,1,2022-02-06,True,56286961,0,all,56286961
923,2,2022-02-06,True,56286961,0,all,56286961
1449,2_wait,2022-02-06,True,56286961,0,all,56286961
391,1,2022-02-07,True,56286961,0,all,56286961
924,2,2022-02-07,True,56286961,0,all,56286961
1450,2_wait,2022-02-07,True,56286961,0,all,56286961
392,1,2022-02-08,True,56286961,0,all,56286961
1451,2_wait,2022-02-08,True,56286961,0,all,56286961
925,2,2022-02-08,True,56286961,0,all,56286961
1452,2_wait,2022-02-09,True,56286961,0,all,56286961
393,1,2022-02-09,True,56286961,0,all,56286961
926,2,2022-02-09,True,56286961,0,all,56286961
1453,2_wait,2022-02-10,True,56286961,0,all,56286961
394,1,2022-02-10,True,56286961,0,all,56286961
927,2,2022-02-10,True,56286961,0,all,56286961
1454,2_wait,2022-02-11,True,56286961,0,all,56286961
395,1,2022-02-11,True,56286961,0,all,56286961
928,2,2022-02-11,True,56286961,0,all,56286961
396,1,2022-02-12,True,56286961,0,all,56286961
1455,2_wait,2022-02-12,True,56286961,0,all,56286961
929,2,2022-02-12,True,56286961,0,all,56286961
930,2,2022-02-13,True,56286961,0,all,56286961
397,1,2022-02-13,True,56286961,0,all,56286961
1456,2_wait,2022-02-13,True,56286961,0,all,56286961
398,1,2022-02-14,True,56286961,0,all,56286961
931,2,2022-02-14,True,56286961,0,all,56286961
1457,2_wait,2022-02-14,True,56286961,0,all,56286961
1458,2_wait,2022-02-15,True,56286961,0,all,56286961
399,1,2022-02-15,True,56286961,0,all,56286961
932,2,2022-02-15,True,56286961,0,all,56286961
1459,2_wait,2022-02-16,True,56286961,0,all,56286961
933,2,2022-02-16,True,56286961,0,all,56286961
400,1,2022-02-16,True,56286961,0,all,56286961
1460,2_wait,2022-02-17,True,56286961,0,all,56286961
934,2,2022-02-17,True,56286961,0,all,56286961
401,1,2022-02-17,True,56286961,0,all,56286961
1461,2_wait,2022-02-18,True,56286961,0,all,56286961
402,1,2022-02-18,True,56286961,0,all,56286961
935,2,2022-02-18,True,56286961,0,all,56286961
403,1,2022-02-19,True,56286961,0,all,56286961
936,2,2022-02-19,True,56286961,0,all,56286961
1462,2_wait,2022-02-19,True,56286961,0,all,56286961
937,2,2022-02-20,True,56286961,0,all,56286961
404,1,2022-02-20,True,56286961,0,all,56286961
1463,2_wait,2022-02-20,True,56286961,0,all,56286961
405,1,2022-02-21,True,56286961,0,all,56286961
938,2,2022-02-21,True,56286961,0,all,56286961
1464,2_wait,2022-02-21,True,56286961,0,all,56286961
406,1,2022-02-22,True,56286961,0,all,56286961
1465,2_wait,2022-02-22,True,56286961,0,all,56286961
939,2,2022-02-22,True,56286961,0,all,56286961
1466,2_wait,2022-02-23,True,56286961,0,all,56286961
407,1,2022-02-23,True,56286961,0,all,56286961
940,2,2022-02-23,True,56286961,0,all,56286961
1467,2_wait,2022-02-24,True,56286961,0,all,56286961
941,2,2022-02-24,True,56286961,0,all,56286961
408,1,2022-02-24,True,56286961,0,all,56286961
409,1,2022-02-25,True,56286961,0,all,56286961
1468,2_wait,2022-02-25,True,56286961,0,all,56286961
942,2,2022-02-25,True,56286961,0,all,56286961
410,1,2022-02-26,True,56286961,0,all,56286961
1469,2_wait,2022-02-26,True,56286961,0,all,56286961
943,2,2022-02-26,True,56286961,0,all,56286961
1470,2_wait,2022-02-27,True,56286961,0,all,56286961
411,1,2022-02-27,True,56286961,0,all,56286961
944,2,2022-02-27,True,56286961,0,all,56286961
945,2,2022-02-28,True,56286961,0,all,56286961
1471,2_wait,2022-02-28,True,56286961,0,all,56286961
412,1,2022-02-28,True,56286961,0,all,56286961
1472,2_wait,2022-03-01,True,56286961,0,all,56286961
413,1,2022-03-01,True,56286961,0,all,56286961
946,2,2022-03-01,True,56286961,0,all,56286961
414,1,2022-03-02,True,56286961,0,all,56286961
947,2,2022-03-02,True,56286961,0,all,56286961
1473,2_wait,2022-03-02,True,56286961,0,all,56286961
415,1,2022-03-03,True,56286961,0,all,56286961
948,2,2022-03-03,True,56286961,0,all,56286961
1474,2_wait,2022-03-03,True,56286961,0,all,56286961
416,1,2022-03-04,True,56286961,0,all,56286961
1475,2_wait,2022-03-04,True,56286961,0,all,56286961
949,2,2022-03-04,True,56286961,0,all,56286961
1476,2_wait,2022-03-05,True,56286961,0,all,56286961
417,1,2022-03-05,True,56286961,0,all,56286961
950,2,2022-03-05,True,56286961,0,all,56286961
1477,2_wait,2022-03-06,True,56286961,0,all,56286961
951,2,2022-03-06,True,56286961,0,all,56286961
418,1,2022-03-06,True,56286961,0,all,56286961
1478,2_wait,2022-03-07,True,56286961,0,all,56286961
952,2,2022-03-07,True,56286961,0,all,56286961
419,1,2022-03-07,True,56286961,0,all,56286961
953,2,2022-03-08,True,56286961,0,all,56286961
1479,2_wait,2022-03-08,True,56286961,0,all,56286961
420,1,2022-03-08,True,56286961,0,all,56286961
1480,2_wait,2022-03-09,True,56286961,0,all,56286961
954,2,2022-03-09,True,56286961,0,all,56286961
421,1,2022-03-09,True,56286961,0,all,56286961
955,2,2022-03-10,True,56286961,0,all,56286961
1481,2_wait,2022-03-10,True,56286961,0,all,56286961
422,1,2022-03-10,True,56286961,0,all,56286961
423,1,2022-03-11,True,56286961,0,all,56286961
956,2,2022-03-11,True,56286961,0,all,56286961
1482,2_wait,2022-03-11,True,56286961,0,all,56286961
424,1,2022-03-12,True,56286961,0,all,56286961
957,2,2022-03-12,True,56286961,0,all,56286961
1483,2_wait,2022-03-12,True,56286961,0,all,56286961
425,1,2022-03-13,True,56286961,0,all,56286961
958,2,2022-03-13,True,56286961,0,all,56286961
1484,2_wait,2022-03-13,True,56286961,0,all,56286961
1485,2_wait,2022-03-14,True,56286961,0,all,56286961
959,2,2022-03-14,True,56286961,0,all,56286961
426,1,2022-03-14,True,56286961,0,all,56286961
1486,2_wait,2022-03-15,True,56286961,0,all,56286961
427,1,2022-03-15,True,56286961,0,all,56286961
960,2,2022-03-15,True,56286961,0,all,56286961
428,1,2022-03-16,True,56286961,0,all,56286961
1487,2_wait,2022-03-16,True,56286961,0,all,56286961
961,2,2022-03-16,True,56286961,0,all,56286961
962,2,2022-03-17,True,56286961,0,all,56286961
429,1,2022-03-17,True,56286961,0,all,56286961
1488,2_wait,2022-03-17,True,56286961,0,all,56286961
963,2,2022-03-18,True,56286961,0,all,56286961
430,1,2022-03-18,True,56286961,0,all,56286961
1489,2_wait,2022-03-18,True,56286961,0,all,56286961
1490,2_wait,2022-03-19,True,56286961,0,all,56286961
964,2,2022-03-19,True,56286961,0,all,56286961
431,1,2022-03-19,True,56286961,0,all,56286961
1491,2_wait,2022-03-20,True,56286961,0,all,56286961
965,2,2022-03-20,True,56286961,0,all,56286961
432,1,2022-03-20,True,56286961,0,all,56286961
1492,2_wait,2022-03-21,True,56286961,0,all,56286961
433,1,2022-03-21,True,56286961,0,all,56286961
966,2,2022-03-21,True,56286961,0,all,56286961
434,1,2022-03-22,True,56286961,0,all,56286961
967,2,2022-03-22,True,56286961,0,all,56286961
1493,2_wait,2022-03-22,True,56286961,0,all,56286961
435,1,2022-03-23,True,56286961,0,all,56286961
968,2,2022-03-23,True,56286961,0,all,56286961
1494,2_wait,2022-03-23,True,56286961,0,all,56286961
969,2,2022-03-24,True,56286961,0,all,56286961
436,1,2022-03-24,True,56286961,0,all,56286961
1495,2_wait,2022-03-24,True,56286961,0,all,56286961
437,1,2022-03-25,True,56286961,0,all,56286961
1496,2_wait,2022-03-25,True,56286961,0,all,56286961
970,2,2022-03-25,True,56286961,0,all,56286961
438,1,2022-03-26,True,56286961,0,all,56286961
1497,2_wait,2022-03-26,True,56286961,0,all,56286961
971,2,2022-03-26,True,56286961,0,all,56286961
1498,2_wait,2022-03-27,True,56286961,0,all,56286961
972,2,2022-03-27,True,56286961,0,all,56286961
439,1,2022-03-27,True,56286961,0,all,56286961
973,2,2022-03-28,True,56286961,0,all,56286961
440,1,2022-03-28,True,56286961,0,all,56286961
1499,2_wait,2022-03-28,True,56286961,0,all,56286961
441,1,2022-03-29,True,56286961,0,all,56286961
1500,2_wait,2022-03-29,True,56286961,0,all,56286961
974,2,2022-03-29,True,56286961,0,all,56286961
442,1,2022-03-30,True,56286961,0,all,56286961
1501,2_wait,2022-03-30,True,56286961,0,all,56286961
975,2,2022-03-30,True,56286961,0,all,56286961
443,1,2022-03-31,True,56286961,0,all,56286961
1502,2_wait,2022-03-31,True,56286961,0,all,56286961
976,2,2022-03-31,True,56286961,0,all,56286961
1503,2_wait,2022-04-01,True,56286961,0,all,56286961
444,1,2022-04-01,True,56286961,0,all,56286961
977,2,2022-04-01,True,56286961,0,all,56286961
445,1,2022-04-02,True,56286961,0,all,56286961
1504,2_wait,2022-04-02,True,56286961,0,all,56286961
978,2,2022-04-02,True,56286961,0,all,56286961
979,2,2022-04-03,True,56286961,0,all,56286961
446,1,2022-04-03,True,56286961,0,all,56286961
1505,2_wait,2022-04-03,True,56286961,0,all,56286961
980,2,2022-04-04,True,56286961,0,all,56286961
447,1,2022-04-04,True,56286961,0,all,56286961
1506,2_wait,2022-04-04,True,56286961,0,all,56286961
981,2,2022-04-05,True,56286961,0,all,56286961
1507,2_wait,2022-04-05,True,56286961,0,all,56286961
448,1,2022-04-05,True,56286961,0,all,56286961
982,2,2022-04-06,True,56286961,0,all,56286961
449,1,2022-04-06,True,56286961,0,all,56286961
1508,2_wait,2022-04-06,True,56286961,0,all,56286961
1509,2_wait,2022-04-07,True,56286961,0,all,56286961
450,1,2022-04-07,True,56286961,0,all,56286961
983,2,2022-04-07,True,56286961,0,all,56286961
1510,2_wait,2022-04-08,True,56286961,0,all,56286961
451,1,2022-04-08,True,56286961,0,all,56286961
984,2,2022-04-08,True,56286961,0,all,56286961
1511,2_wait,2022-04-09,True,56286961,0,all,56286961
452,1,2022-04-09,True,56286961,0,all,56286961
985,2,2022-04-09,True,56286961,0,all,56286961
986,2,2022-04-10,True,56286961,0,all,56286961
453,1,2022-04-10,True,56286961,0,all,56286961
1512,2_wait,2022-04-10,True,56286961,0,all,56286961
987,2,2022-04-11,True,56286961,0,all,56286961
1513,2_wait,2022-04-11,True,56286961,0,all,56286961
454,1,2022-04-11,True,56286961,0,all,56286961
988,2,2022-04-12,True,56286961,0,all,56286961
1514,2_wait,2022-04-12,True,56286961,0,all,56286961
455,1,2022-04-12,True,56286961,0,all,56286961
456,1,2022-04-13,True,56286961,0,all,56286961
989,2,2022-04-13,True,56286961,0,all,56286961
1515,2_wait,2022-04-13,True,56286961,0,all,56286961
990,2,2022-04-14,True,56286961,0,all,56286961
1516,2_wait,2022-04-14,True,56286961,0,all,56286961
457,1,2022-04-14,True,56286961,0,all,56286961
991,2,2022-04-15,True,56286961,0,all,56286961
1517,2_wait,2022-04-15,True,56286961,0,all,56286961
458,1,2022-04-15,True,56286961,0,all,56286961
992,2,2022-04-16,True,56286961,0,all,56286961
459,1,2022-04-16,True,56286961,0,all,56286961
1518,2_wait,2022-04-16,True,56286961,0,all,56286961
993,2,2022-04-17,True,56286961,0,all,56286961
1519,2_wait,2022-04-17,True,56286961,0,all,56286961
460,1,2022-04-17,True,56286961,0,all,56286961
994,2,2022-04-18,True,56286961,0,all,56286961
461,1,2022-04-18,True,56286961,0,all,56286961
1520,2_wait,2022-04-18,True,56286961,0,all,56286961
1521,2_wait,2022-04-19,True,56286961,0,all,56286961
995,2,2022-04-19,True,56286961,0,all,56286961
462,1,2022-04-19,True,56286961,0,all,56286961
463,1,2022-04-20,True,56286961,0,all,56286961
1522,2_wait,2022-04-20,True,56286961,0,all,56286961
996,2,2022-04-20,True,56286961,0,all,56286961
1523,2_wait,2022-04-21,True,56286961,0,all,56286961
997,2,2022-04-21,True,56286961,0,all,56286961
464,1,2022-04-21,True,56286961,0,all,56286961
1524,2_wait,2022-04-22,True,56286961,0,all,56286961
998,2,2022-04-22,True,56286961,0,all,56286961
465,1,2022-04-22,True,56286961,0,all,56286961
999,2,2022-04-23,True,56286961,0,all,56286961
1525,2_wait,2022-04-23,True,56286961,0,all,56286961
466,1,2022-04-23,True,56286961,0,all,56286961
1526,2_wait,2022-04-24,True,56286961,0,all,56286961
1000,2,2022-04-24,True,56286961,0,all,56286961
467,1,2022-04-24,True,56286961,0,all,56286961
1527,2_wait,2022-04-25,True,56286961,0,all,56286961
468,1,2022-04-25,True,56286961,0,all,56286961
1001,2,2022-04-25,True,56286961,0,all,56286961
1528,2_wait,2022-04-26,True,56286961,0,all,56286961
1002,2,2022-04-26,True,56286961,0,all,56286961
469,1,2022-04-26,True,56286961,0,all,56286961
1003,2,2022-04-27,True,56286961,0,all,56286961
1529,2_wait,2022-04-27,True,56286961,0,all,56286961
470,1,2022-04-27,True,56286961,0,all,56286961
1530,2_wait,2022-04-28,True,56286961,0,all,56286961
1004,2,2022-04-28,True,56286961,0,all,56286961
471,1,2022-04-28,True,56286961,0,all,56286961
1531,2_wait,2022-04-29,True,56286961,0,all,56286961
1005,2,2022-04-29,True,56286961,0,all,56286961
472,1,2022-04-29,True,56286961,0,all,56286961
1006,2,2022-04-30,True,56286961,0,all,56286961
473,1,2022-04-30,True,56286961,0,all,56286961
1532,2_wait,2022-04-30,True,56286961,0,all,56286961
1007,2,2022-05-01,True,56286961,0,all,56286961
474,1,2022-05-01,True,56286961,0,all,56286961
1533,2_wait,2022-05-01,True,56286961,0,all,56286961
1008,2,2022-05-02,True,56286961,0,all,56286961
475,1,2022-05-02,True,56286961,0,all,56286961
1534,2_wait,2022-05-02,True,56286961,0,all,56286961
1009,2,2022-05-03,True,56286961,0,all,56286961
476,1,2022-05-03,True,56286961,0,all,56286961
1535,2_wait,2022-05-03,True,56286961,0,all,56286961
1536,2_wait,2022-05-04,True,56286961,0,all,56286961
477,1,2022-05-04,True,56286961,0,all,56286961
1010,2,2022-05-04,True,56286961,0,all,56286961
1011,2,2022-05-05,True,56286961,0,all,56286961
1537,2_wait,2022-05-05,True,56286961,0,all,56286961
478,1,2022-05-05,True,56286961,0,all,56286961
1538,2_wait,2022-05-06,True,56286961,0,all,56286961
479,1,2022-05-06,True,56286961,0,all,56286961
1012,2,2022-05-06,True,56286961,0,all,56286961
1539,2_wait,2022-05-07,True,56286961,0,all,56286961
1013,2,2022-05-07,True,56286961,0,all,56286961
480,1,2022-05-07,True,56286961,0,all,56286961
1540,2_wait,2022-05-08,True,56286961,0,all,56286961
1014,2,2022-05-08,True,56286961,0,all,56286961
481,1,2022-05-08,True,56286961,0,all,56286961
482,1,2022-05-09,True,56286961,0,all,56286961
1541,2_wait,2022-05-09,True,56286961,0,all,56286961
1015,2,2022-05-09,True,56286961,0,all,56286961
483,1,2022-05-10,True,56286961,0,all,56286961
1542,2_wait,2022-05-10,True,56286961,0,all,56286961
1016,2,2022-05-10,True,56286961,0,all,56286961
1543,2_wait,2022-05-11,True,56286961,0,all,56286961
1017,2,2022-05-11,True,56286961,0,all,56286961
484,1,2022-05-11,True,56286961,0,all,56286961
1018,2,2022-05-12,True,56286961,0,all,56286961
1544,2_wait,2022-05-12,True,56286961,0,all,56286961
485,1,2022-05-12,True,56286961,0,all,56286961
1019,2,2022-05-13,True,56286961,0,all,56286961
1545,2_wait,2022-05-13,True,56286961,0,all,56286961
486,1,2022-05-13,True,56286961,0,all,56286961
1546,2_wait,2022-05-14,True,56286961,0,all,56286961
1020,2,2022-05-14,True,56286961,0,all,56286961
487,1,2022-05-14,True,56286961,0,all,56286961
1021,2,2022-05-15,True,56286961,0,all,56286961
1547,2_wait,2022-05-15,True,56286961,0,all,56286961
488,1,2022-05-15,True,56286961,0,all,56286961
489,1,2022-05-16,True,56286961,0,all,56286961
1022,2,2022-05-16,True,56286961,0,all,56286961
1548,2_wait,2022-05-16,True,56286961,0,all,56286961
490,1,2022-05-17,True,56286961,0,all,56286961
1023,2,2022-05-17,True,56286961,0,all,56286961
1549,2_wait,2022-05-17,True,56286961,0,all,56286961
491,1,2022-05-18,True,56286961,0,all,56286961
1550,2_wait,2022-05-18,True,56286961,0,all,56286961
1024,2,2022-05-18,True,56286961,0,all,56286961
1025,2,2022-05-19,True,56286961,0,all,56286961
492,1,2022-05-19,True,56286961,0,all,56286961
1551,2_wait,2022-05-19,True,56286961,0,all,56286961
1026,2,2022-05-20,True,56286961,0,all,56286961
493,1,2022-05-20,True,56286961,0,all,56286961
1552,2_wait,2022-05-20,True,56286961,0,all,56286961
1027,2,2022-05-21,True,56286961,0,all,56286961
494,1,2022-05-21,True,56286961,0,all,56286961
1553,2_wait,2022-05-21,True,56286961,0,all,56286961
1554,2_wait,2022-05-22,True,56286961,0,all,56286961
495,1,2022-05-22,True,56286961,0,all,56286961
1028,2,2022-05-22,True,56286961,0,all,56286961
496,1,2022-05-23,True,56286961,0,all,56286961
1029,2,2022-05-23,True,56286961,0,all,56286961
1555,2_wait,2022-05-23,True,56286961,0,all,56286961
1030,2,2022-05-24,True,56286961,0,all,56286961
1556,2_wait,2022-05-24,True,56286961,0,all,56286961
497,1,2022-05-24,True,56286961,0,all,56286961
1557,2_wait,2022-05-25,True,56286961,0,all,56286961
498,1,2022-05-25,True,56286961,0,all,56286961
1031,2,2022-05-25,True,56286961,0,all,56286961
499,1,2022-05-26,True,56286961,0,all,56286961
1032,2,2022-05-26,True,56286961,0,all,56286961
1558,2_wait,2022-05-26,True,56286961,0,all,56286961
1033,2,2022-05-27,True,56286961,0,all,56286961
500,1,2022-05-27,True,56286961,0,all,56286961
1559,2_wait,2022-05-27,True,56286961,0,all,56286961
501,1,2022-05-28,True,56286961,0,all,56286961
1034,2,2022-05-28,True,56286961,0,all,56286961
1560,2_wait,2022-05-28,True,56286961,0,all,56286961
502,1,2022-05-29,True,56286961,0,all,56286961
1035,2,2022-05-29,True,56286961,0,all,56286961
1561,2_wait,2022-05-29,True,56286961,0,all,56286961
503,1,2022-05-30,True,56286961,0,all,56286961
1036,2,2022-05-30,True,56286961,0,all,56286961
1562,2_wait,2022-05-30,True,56286961,0,all,56286961
504,1,2022-05-31,True,56286961,0,all,56286961
1037,2,2022-05-31,True,56286961,0,all,56286961
1563,2_wait,2022-05-31,True,56286961,0,all,56286961
505,1,2022-06-01,True,56286961,0,all,56286961
1564,2_wait,2022-06-01,True,56286961,0,all,56286961
1038,2,2022-06-01,True,56286961,0,all,56286961
1039,2,2022-06-02,True,56286961,0,all,56286961
1565,2_wait,2022-06-02,True,56286961,0,all,56286961
506,1,2022-06-02,True,56286961,0,all,56286961
507,1,2022-06-03,True,56286961,0,all,56286961
1040,2,2022-06-03,True,56286961,0,all,56286961
1566,2_wait,2022-06-03,True,56286961,0,all,56286961
1041,2,2022-06-04,True,56286961,0,all,56286961
1567,2_wait,2022-06-04,True,56286961,0,all,56286961
508,1,2022-06-04,True,56286961,0,all,56286961
509,1,2022-06-05,True,56286961,0,all,56286961
1042,2,2022-06-05,True,56286961,0,all,56286961
1568,2_wait,2022-06-05,True,56286961,0,all,56286961
510,1,2022-06-06,True,56286961,0,all,56286961
1043,2,2022-06-06,True,56286961,0,all,56286961
1569,2_wait,2022-06-06,True,56286961,0,all,56286961
1570,2_wait,2022-06-07,True,56286961,0,all,56286961
1044,2,2022-06-07,True,56286961,0,all,56286961
511,1,2022-06-07,True,56286961,0,all,56286961
512,1,2022-06-08,True,56286961,0,all,56286961
1045,2,2022-06-08,True,56286961,0,all,56286961
1571,2_wait,2022-06-08,True,56286961,0,all,56286961
1046,2,2022-06-09,True,56286961,0,all,56286961
1572,2_wait,2022-06-09,True,56286961,0,all,56286961
513,1,2022-06-09,True,56286961,0,all,56286961
1573,2_wait,2022-06-10,True,56286961,0,all,56286961
514,1,2022-06-10,True,56286961,0,all,56286961
1047,2,2022-06-10,True,56286961,0,all,56286961
515,1,2022-06-11,True,56286961,0,all,56286961
1048,2,2022-06-11,True,56286961,0,all,56286961
1574,2_wait,2022-06-11,True,56286961,0,all,56286961
1049,2,2022-06-12,True,56286961,0,all,56286961
1575,2_wait,2022-06-12,True,56286961,0,all,56286961
516,1,2022-06-12,True,56286961,0,all,56286961
1050,2,2022-06-13,True,56286961,0,all,56286961
1576,2_wait,2022-06-13,True,56286961,0,all,56286961
517,1,2022-06-13,True,56286961,0,all,56286961
518,1,2022-06-14,True,56286961,0,all,56286961
1051,2,2022-06-14,True,56286961,0,all,56286961
1577,2_wait,2022-06-14,True,56286961,0,all,56286961
1052,2,2022-06-15,True,56286961,0,all,56286961
519,1,2022-06-15,True,56286961,0,all,56286961
1578,2_wait,2022-06-15,True,56286961,0,all,56286961
1579,2_wait,2022-06-16,True,56286961,0,all,56286961
1053,2,2022-06-16,True,56286961,0,all,56286961
520,1,2022-06-16,True,56286961,0,all,56286961
1054,2,2022-06-17,True,56286961,0,all,56286961
1580,2_wait,2022-06-17,True,56286961,0,all,56286961
521,1,2022-06-17,True,56286961,0,all,56286961
1581,2_wait,2022-06-18,True,56286961,0,all,56286961
522,1,2022-06-18,True,56286961,0,all,56286961
1055,2,2022-06-18,True,56286961,0,all,56286961
1056,2,2022-06-19,True,56286961,0,all,56286961
1582,2_wait,2022-06-19,True,56286961,0,all,56286961
523,1,2022-06-19,True,56286961,0,all,56286961
1057,2,2022-06-20,True,56286961,0,all,56286961
1583,2_wait,2022-06-20,True,56286961,0,all,56286961
524,1,2022-06-20,True,56286961,0,all,56286961
1584,2_wait,2022-06-21,True,56286961,0,all,56286961
525,1,2022-06-21,True,56286961,0,all,56286961
1058,2,2022-06-21,True,56286961,0,all,56286961
1585,2_wait,2022-06-22,True,56286961,0,all,56286961
526,1,2022-06-22,True,56286961,0,all,56286961
1059,2,2022-06-22,True,56286961,0,all,56286961
527,1,2022-06-23,True,56286961,0,all,56286961
1060,2,2022-06-23,True,56286961,0,all,56286961
1586,2_wait,2022-06-23,True,56286961,0,all,56286961
528,1,2022-06-24,True,56286961,0,all,56286961
1587,2_wait,2022-06-24,True,56286961,0,all,56286961
1061,2,2022-06-24,True,56286961,0,all,56286961
529,1,2022-06-25,True,56286961,0,all,56286961
1062,2,2022-06-25,True,56286961,0,all,56286961
1588,2_wait,2022-06-25,True,56286961,0,all,56286961
1063,2,2022-06-26,True,56286961,0,all,56286961
1589,2_wait,2022-06-26,True,56286961,0,all,56286961
530,1,2022-06-26,True,56286961,0,all,56286961
1590,2_wait,2022-06-27,True,56286961,0,all,56286961
